School_id,Student_id,Student_number,State_id,Last_name,Middle_name,First_name,Gender,Dob,Grade,Race,Hispanic_Latino,Ell_status,Student_zip,Student_email,Contact_name,Contact_type,Contact_phone,Contact_email,Username,Password
02M800,670807511,670807511,814185233,Watsica,L,Corina,female,5/7/98,9,I,Y,N,10004,corina.w@example.com,Karli Watsica,Mother,1-607-826-1348 x505,karli.watsica@example.org,corinaw11,Eiph5aeX
02M800,388735497,388735497,478235925,Gerlach,K,Emma,female,6/16/98,9,I,N,N,11433,emma_g@example.com,Jannat Hahn,Uncle,1-729-353-3872,jannat.hahn@example.org,emmag97,ziezu4ieGh
02M800,270412907,270412907,633416820,Kulas,C,Jeanette,female,1/31/98,9,I,N,Y,11372,jeanette.k@example.net,Carel Carroll,Grandfather,764.247.0662,carel.carroll@example.net,jeanettek07,iep8xiH7
02M800,427165340,427165340,473438689,Beier,H,Nicole,female,3/25/98,9,I,Y,N,11426,nicole.b@example.net,Alfredo Beier,Stepfather,(209)547-0843 x6087,alfredo_beier@example.org,nicoleb40,ooRahquoqu1
02M800,900286858,900286858,951729378,Konopelski,C,Juanita,female,9/8/98,9,I,N,Y,11215,juanita.k@example.com,Damian Konopelski,Brother,885.990.3522,damian.konopelski@example.org,juanitak58,aiPoh0Ee
02M800,984383406,984383406,594448599,Dickinson,J,Donna,female,6/30/98,9,I,N,N,10305,d.donna@example.net,Jahidul Dickinson,Stepfather,579-499-2943,dickinson_jahidul@example.net,donnad06,ieloi4Iewu
02M800,579799840,579799840,863626780,Adams,J,Allison,female,9/1/98,9,M,Y,N,10009,allison_a@example.org,Adam Adams,Grandfather,1-262-182-5814 x23002,adam_adams@example.org,allisona40,goo9lae4Ie
02M800,395302663,395302663,496820999,Steuber,M,Shirley,female,12/13/98,9,M,N,N,10034,shirley.s@example.org,Katrina Steuber,Family Friend,632-509-6011,steuber.katrina@example.net,shirleys63,tha7bo8ahR
02M800,628077377,628077377,894875186,Murray,S,Carol,female,4/29/98,9,M,N,Y,11232,m_carol@example.org,Asifur Murray,Sister,(940)886-1178 x8799,asifur_murray@example.net,carolm77,Ietegae3I
02M800,123512007,123512007,151360801,Grimes,R,Beth,female,4/29/98,9,M,N,N,10303,g.beth@example.net,Khadiza Grimes,Cousin,556.498.4063,khadiza.grimes@example.org,bethg07,aifoh6naeJei
02M800,330685534,330685534,286677448,Lindgren,K,Judith,female,3/27/98,9,M,N,N,11236,judith_l@example.net,Shane Lindgren,Grandfather,(965)247-1041 x08512,shane.lindgren@example.net,judithl34,eiwu9Quupah
02M800,457984563,457984563,347573046,Grady,T,Susan,female,3/30/98,9,M,N,Y,10474,susan.g@example.com,Adomas Grady,Stepfather,467.767.5803,grady.adomas@example.org,susang63,naech1Iejaqu
02M800,509099395,509099395,679060031,Russel,R,Ethel,female,12/1/98,9,M,Y,N,11693,r.ethel@example.com,Renoka Russel,Great Uncle,663-200-0129,renoka.russel@example.org,ethelr95,oWieHeotee6
02M800,545463377,545463377,460250108,Rippin,D,Edith,female,6/19/98,9,M,N,N,10464,edith.r@example.net,Marawan Rippin,Father,818.480.8627 x6018,rippin_marawan@example.net,edithr77,VoK1eBodoequ
02M800,807911010,807911010,951808921,Casper,B,Patricia,female,5/10/98,9,M,N,Y,10030,patricia_c@example.org,Roshnie Casper,Great Aunt,1-320-441-1309 x007,roshnie.casper@example.com,patriciac10,Quahph3ch
02M800,279418488,279418488,227735229,Reinger,B,Florentina,female,9/14/98,9,W,N,N,11223,florentina.r@example.net,Ifedayo Reinger,Grandfather,1-913-486-1651 x24644,reinger_ifedayo@example.net,florentinar88,vooFae8ph
02M800,984605253,984605253,797694320,Roberts,J,Carole,female,3/25/98,9,W,N,N,11222,r_carole@example.com,Ahmed Roberts,Uncle,348-880-2855,roberts_ahmed@example.org,caroler53,quiJ8doo
02M800,427609153,427609153,835874554,Walker,J,Frances,female,8/8/98,9,W,Y,N,11208,frances.w@example.org,Alysia Walker,Stepfather,(283)486-2661 x1846,walker.alysia@example.com,francesw53,uic2shuZohbi
02M800,222617742,222617742,343439204,Bauch,R,Anne,female,3/6/98,9,W,N,Y,10036,b_anne@example.org,Bhairo Cummings,Aunt,587-984-6657 x6041,bhairo.cummings@example.org,anneb42,ooN0aeyi7xa
02M800,792374836,792374836,493060769,Kirlin,J,Iris,female,4/29/98,9,W,N,Y,10019,iris_k@example.net,Randy Kilback,Uncle,1-837-688-6408,kilback.randy@example.org,irisk36,OhShui8Aitae
02M800,287178816,287178816,197227024,Keeling,J,Tina,female,2/21/98,9,W,N,N,11222,k.tina@example.com,Anashae Keeling,Great Aunt,1-810-170-5762 x523,keeling_anashae@example.org,tinak16,yaizee4Ie
02M800,290374704,290374704,147846376,Harris,A,Rebecca,female,8/30/98,9,W,N,N,11422,rebecca.h@example.com,Niaje Harris,Great Aunt,1-829-091-0200,niaje_harris@example.net,rebeccah04,eisoot7eF
02M800,269573034,269573034,877055922,Goodwin,R,Liliana,female,8/2/98,9,W,N,N,11369,g.liliana@example.com,Nicholas Goodwin,Father,932-697-0980 x40459,goodwin.nicholas@example.com,lilianag34,xo1Ou2Ia7b
02M800,839792915,839792915,474721894,Glover,S,Angela,female,9/29/98,9,W,N,N,10451,g.angela@example.com,Jonathan Glover,Uncle,(848)325-1735,jonathan.glover@example.com,angelag15,wah4Aeyah
02M800,986381919,986381919,673450372,Hessel,M,Valerie,female,9/3/98,9,W,Y,Y,10470,valerie.h@example.com,Jacky Hessel,Great Uncle,263-504-4569,hessel_jacky@example.org,valerieh19,naeThoh0i
02M800,254019765,254019765,791924272,Schulist,W,Naomi,female,2/5/98,9,W,N,N,11428,s_naomi@example.com,Kayla Doyle,Cousin,(830)818-2202 x1730,doyle_kayla@example.net,naomis65,Eiche1Eit5
02M800,162344240,162344240,412037326,Roob,V,Donna,female,2/10/98,9,W,N,N,11416,donna.r@example.com,Byron Roob,Cousin,321-199-2654 x79364,roob.byron@example.com,donnar40,eeXur8zaeng
02M800,485665813,485665813,162412047,Kessler,K,Ronald,male,11/20/98,9,A,N,Y,11379,k_ronald@example.org,Griffin Goodwin,Father,1-141-301-5826 x6513,goodwin_griffin@example.net,ronaldk13,Egaengah8Ne
02M800,570868669,570868669,589432853,DuBuque,G,David,male,1/28/98,9,A,Y,Y,11421,d.david@example.org,Tyler DuBuque,Cousin,557.885.1619,dubuque_tyler@example.org,davidd69,ohle0ASah
02M800,588043822,588043822,606001649,Rath,K,James,male,6/11/98,9,A,N,Y,11355,r.james@example.net,Jeremy Rath,Stepfather,(378)560-3317,rath_jeremy@example.org,jamesr22,aiWahxai1
02M800,133537898,133537898,480517609,Torphy,V,Ralph,male,6/30/98,9,A,N,N,10016,ralph.t@example.com,Gazi Torphy,Great Uncle,648.717.6953 x656,gazi_torphy@example.org,ralpht98,oongei3Poor
02M800,380069158,380069158,279794885,Collins,R,Richard,male,2/20/98,9,A,Y,N,11230,richard.c@example.com,Robert Collins,Father,1-109-828-4762 x0605,robert_collins@example.net,richardc58,ieka1Aimae
02M800,120804373,120804373,258353799,Bradtke,D,Scott,male,5/1/98,9,A,Y,Y,10009,b.scott@example.net,Marie Runolfsson,Grandmother,777-848-1217,marie_runolfsson@example.net,scottb73,Lah5Mooh4
02M800,616907857,616907857,580435771,Wisoky,L,Clifford,male,3/4/98,9,A,N,Y,10014,clifford.w@example.com,Malachi Wisoky,Grandfather,603-490-7977,wisoky.malachi@example.net,cliffordw57,Aejie3eem1
02M800,874522649,874522649,781013388,Erdman,C,William,male,9/15/98,9,B,N,Y,11101,e_william@example.net,Carel Erdman,Uncle,281-862-4131 x20104,erdman_carel@example.com,williame49,Ohghequao2ah
02M800,722099499,722099499,605869243,Upton,L,Brad,male,10/11/98,9,B,Y,N,10022,u_brad@example.org,Kari Upton,Stepmother,423.713.3349 x20331,upton.kari@example.net,bradu99,Lahy9aengua
02M800,434704818,434704818,595359162,Fay,E,Grant,male,4/2/98,9,B,N,N,11225,f_grant@example.org,Mustapha Fay,Father,451-621-9321 x02383,fay.mustapha@example.org,grantf18,thiet4Cai
02M800,559830749,559830749,656623185,Brown,W,John,male,3/22/98,9,B,N,Y,10033,b_john@example.net,Yaroslav Rogahn,Uncle,142-066-2425,rogahn.yaroslav@example.com,johnb49,oceig9haY
02M800,390783820,390783820,778914206,Erdman,I,Bryan,male,6/11/98,9,B,N,N,10037,bryan_e@example.com,Lloyd Erdman,Great Uncle,(895)881-5449,lloyd.erdman@example.org,bryane20,Oliom1oequoh
02M800,365272887,365272887,700708728,Roob,I,James,male,8/1/98,9,B,N,N,11360,r_james@example.net,Adriana Roob,Sister,(688)636-6270,roob.adriana@example.org,jamesr87,AeH4tieSah
02M800,580215878,580215878,629864016,Goodwin,K,Shaun,male,7/21/98,9,B,N,N,11412,shaun.g@example.com,John Goodwin,Grandmother,(658)004-4421,goodwin.john@example.net,shaung78,heoVi4Xo1gi
02M800,451126673,451126673,926832658,Collier,S,William,male,7/9/98,9,B,Y,N,10457,c_william@example.com,Shaughnessy Collier,Cousin,(861)054-0968,shaughnessy.collier@example.com,williamc73,zoo3wohX4oh
02M800,877504427,877504427,360018052,McCullough,J,Gregory,male,4/19/98,9,B,Y,N,11366,m_gregory@example.net,Marco Spinka,Brother,212.300.2642,spinka.marco@example.com,gregorym27,kaegoy5Ii8
02M800,617499409,617499409,979518299,Hodkiewicz,M,William,male,11/4/98,9,B,Y,Y,11428,h_william@example.net,Angie Steuber,Mother,679-932-6788 x230,steuber_angie@example.org,williamh09,roosh5Oo
02M800,320040186,320040186,213862011,DuBuque,J,Lewis,male,2/14/98,9,B,Y,N,11225,d_lewis@example.org,Anjali Murazik,Mother,144.800.8278 x344,anjali.murazik@example.net,lewisd86,ih2Aez8oo
02M800,235711672,235711672,522063569,Shields,C,Mark,male,2/23/98,9,B,N,N,10031,mark_s@example.org,Dilpreet Shields,Family Friend,1-305-704-9675,shields_dilpreet@example.org,marks72,Oim0queeGh
02M800,265327424,265327424,650963275,Rohan,J,Donald,male,7/7/98,9,B,Y,Y,10457,r.donald@example.com,Misael Rohan,Brother,947-528-1898 x4317,rohan_misael@example.com,donaldr24,eibe3shaeQu
02M800,753607168,753607168,802313102,Heathcote,M,Vincent,male,4/12/98,9,B,Y,N,11369,h_vincent@example.org,Cody Becker,Grandfather,753.307.9971,becker_cody@example.org,vincenth68,Cush6kahk1ae
02M800,728386393,728386393,921766728,Watsica,R,Chester,male,11/15/98,9,B,Y,Y,11233,w_chester@example.org,Areefa Watsica,Aunt,1-568-772-6757 x483,areefa.watsica@example.net,chesterw93,co5Eepohng
02M800,730889671,730889671,574502347,Wisozk,K,Christopher,male,9/27/98,9,B,Y,Y,10301,christopher.w@example.org,Cindy Wisozk,Cousin,(232)670-5744,cindy.wisozk@example.net,christopherw71,TeeSh8Ru
02M800,768841884,768841884,239367560,Schumm,A,Rocco,male,8/2/98,9,B,N,N,10014,rocco.s@example.com,Jordyn Jast,Mother,584.713.2145 x219,jast_jordyn@example.org,roccos84,rairaSh7p
02M800,896865606,896865606,504636585,Goodwin,S,Arthur,male,9/18/98,9,B,Y,Y,11223,g_arthur@example.com,Lloyd O'Reilly,Family Friend,818.323.4142,o_lloyd_reilly@example.com,arthurg06,Oov8xee0sh
02M800,313831996,313831996,330235768,Keebler,L,Brian,male,5/2/98,9,I,N,N,10456,k_brian@example.com,Nicolette Keebler,Cousin,1-532-849-0877,keebler_nicolette@example.org,briank96,ea8UHeiPhohth
02M800,499024258,499024258,218641560,Jerde,C,Joseph,male,12/15/98,9,I,Y,N,10033,j_joseph@example.net,Kennedy Jerde,Father,(227)377-8009,kennedy_jerde@example.org,josephj58,Ahseigae3
02M800,371916672,371916672,698928572,Rohan,A,Marcus,male,8/7/98,9,M,N,N,10040,marcus_r@example.org,Sara Rohan,Aunt,1-113-602-3732 x1081,sara.rohan@example.org,marcusr72,ooTutheul9ch
02M800,717744723,717744723,674373603,Turcotte,K,Robert,male,5/12/98,9,M,N,N,10024,robert_t@example.com,Reece Turcotte,Brother,392-927-1591,turcotte.reece@example.org,robertt23,TeeGe1ooY3A
02M800,114061609,114061609,363863262,Parisian,J,Gerald,male,8/27/98,9,M,N,Y,11691,p.gerald@example.com,Destiny Parisian,Cousin,517.278.2691 x72737,destiny_parisian@example.net,geraldp09,ieg6piLoc
02M800,914153353,914153353,765870576,Watsica,K,John,male,1/31/98,9,M,Y,Y,10451,john_w@example.net,Shanelle Bayer,Cousin,161.130.7906 x2190,bayer_shanelle@example.com,johnw53,och8Aw0Ie
02M800,746403759,746403759,117437430,Berge,L,Kenneth,male,10/22/98,9,M,N,N,10468,kenneth_b@example.net,Alessandra Berge,Family Friend,577.032.7553 x01619,alessandra.berge@example.net,kennethb59,fai1Ooch
02M800,456945798,456945798,867648901,Durgan,T,Morgan,male,12/5/98,9,M,Y,N,11102,morgan.d@example.com,Mary Kerluke,Great Uncle,103-273-2822 x550,kerluke.mary@example.net,morgand98,Ohpaew2ohth
02M800,440288509,440288509,525546151,Christiansen,K,George,male,4/7/98,9,M,Y,N,10461,george.c@example.net,Riaz Christiansen,Grandfather,204.351.3977,christiansen_riaz@example.org,georgec09,Cei0jaivae8
02M800,598712830,598712830,808609967,Gutmann,J,Charles,male,5/16/98,9,M,N,N,11413,g_charles@example.org,Justin Gutmann,Great Uncle,980-458-8077 x5818,justin_gutmann@example.org,charlesg30,Aegisuch0o
02M800,243330474,243330474,536202212,Schowalter,C,Jerome,male,7/31/98,9,M,Y,N,11231,jerome.s@example.net,Alysia Schowalter,Uncle,(839)662-8446 x79721,alysia.schowalter@example.org,jeromes74,idai0Xupoo
02M800,143899679,143899679,381712167,Kuphal,M,Jeffrey,male,9/17/98,9,M,Y,Y,11357,k_jeffrey@example.com,Gazi Kuphal,Family Friend,(313)984-0849 x2321,kuphal.gazi@example.org,jeffreyk79,tohgaK5zoo
02M800,525449404,525449404,803590512,Lemke,M,Sam,male,11/1/98,9,M,Y,N,11420,sam_l@example.org,Olakunle Mitchell,Great Uncle,224-720-8075 x55071,olakunle_mitchell@example.org,saml04,gah3oePhap2
02M800,261136635,261136635,100838658,Trantow,L,Albert,male,3/24/98,9,W,Y,N,10128,albert_t@example.org,Prabhdheer Bernier,Grandfather,932.728.1694 x37723,bernier_prabhdheer@example.com,albertt35,kaicaeY1
02M800,852850539,852850539,307421408,Shields,T,Ross,male,3/1/98,9,W,Y,N,11005,ross_s@example.org,Vanie Shields,Sister,(921)947-5650 x38168,shields.vanie@example.net,rosss39,Xoo1Iech
02M800,339262054,339262054,258045480,Lemke,L,Ken,male,3/1/98,9,W,Y,N,11357,ken_l@example.org,Isabel Lemke,Cousin,145.718.2605 x75795,lemke.isabel@example.org,kenl54,oPhoh0Bee
02M800,178552730,178552730,384352367,Bednar,M,Christopher,male,1/25/98,9,W,N,Y,10461,b.christopher@example.net,Willy Barton,Father,629-856-3713,willy_barton@example.com,christopherb30,iet4ReCeiH
02M800,101565758,101565758,498006597,Wisoky,S,Douglas,male,6/18/98,9,W,N,Y,11004,w_douglas@example.net,Conner Wisoky,Great Uncle,(163)975-9591 x77141,conner_wisoky@example.net,douglasw58,ahFii2nae
02M800,961236705,961236705,556431264,Tromp,M,Benny,male,1/16/98,9,W,N,N,10465,benny_t@example.org,Abigail Tromp,Sister,(666)762-6048,abigail_tromp@example.net,bennyt05,Thee4eoch4b
02M800,440638399,440638399,756160802,Rosenbaum,W,Joseph,male,6/1/98,9,W,Y,Y,11368,joseph.r@example.net,David Rosenbaum,Grandfather,280-979-4332,rosenbaum.david@example.net,josephr99,euRai5seit
02M800,276607595,276607595,934459555,Abbott,C,Jack,male,3/14/98,9,W,N,N,11414,jack_a@example.org,Faith Reynolds,Sister,(940)270-3151,faith.reynolds@example.net,jacka95,iShie7ai
02M800,520470809,520470809,626476978,Hintz,A,Anthony,male,10/12/98,9,W,Y,N,11101,anthony.h@example.org,Sanchell Hintz,Great Uncle,376-007-1030,hintz.sanchell@example.net,anthonyh09,Zei3zeh2w
02M800,203407507,203407507,554547547,Hackett,G,Charles,male,5/4/98,9,W,Y,Y,11205,h_charles@example.net,Jelani Conroy,Uncle,(466)811-7880 x4279,conroy.jelani@example.net,charlesh07,Chishai6Oh
02M800,503355910,503355910,704588593,Streich,S,Thomas,male,7/25/98,9,W,N,Y,11358,thomas_s@example.net,Mawuli Streich,Family Friend,308-162-8694 x2320,streich.mawuli@example.com,thomass10,aiquox8Ohth
02M800,957214270,957214270,970294131,Langworth,I,Tommy,male,10/26/98,9,W,N,N,11224,l_tommy@example.com,Donald Langworth,Father,1-888-323-9857 x8117,langworth_donald@example.net,tommyl70,ieR5ait4ACe
02M800,233564109,233564109,197500067,Spencer,H,James,male,1/16/98,9,W,Y,N,10280,james.s@example.com,Benchik Spencer,Family Friend,138.779.9976 x726,spencer.benchik@example.com,jamess09,Ar7tohloo0
02M800,119622134,119622134,354252109,Trantow,W,Fred,male,10/30/98,9,W,Y,Y,10003,fred.t@example.net,Sincere Trantow,Cousin,1-418-388-9292 x36768,trantow_sincere@example.org,fredt34,ieXahy1j
02M800,311727576,311727576,695513569,Bashirian,C,Lance,male,12/5/98,9,W,N,Y,11220,b_lance@example.net,Rochelle Bashirian,Sister,212-234-9018 x0696,bashirian_rochelle@example.com,lanceb76,iem0saiPe
02M800,940525350,940525350,763489611,Nader,N,Michael,male,10/18/98,9,W,Y,Y,10475,michael_n@example.org,Ricardo Nader,Grandfather,175-882-6795,nader.ricardo@example.org,michaeln50,Caebiethoo9
02M800,993756982,993756982,496635778,Crona,S,Samuel,male,11/28/98,9,W,N,N,10035,c_samuel@example.org,Stephen Wisoky,Brother,1-968-131-8077,stephen.wisoky@example.org,samuelc82,Ooghee1j
02M800,442258358,442258358,901993769,Hegmann,W,Brian,male,6/17/98,9,W,Y,Y,10007,brian.h@example.net,Zakaria Hegmann,Cousin,674-474-1333,zakaria_hegmann@example.net,brianh58,Nibul8or
02M800,943861610,943861610,548870489,McLaughlin,B,Tara,female,12/2/97,10,A,Y,N,10474,tara_m@example.net,Maura McLaughlin,Aunt,751-181-3167 x50560,mclaughlin_maura@example.com,taram10,ooJauqu1eiqu
02M800,556584559,556584559,485279646,Gutmann,J,Monique,female,8/31/97,10,A,Y,Y,10020,monique.g@example.net,Purnadev Gutmann,Cousin,1-114-189-9445,purnadev_gutmann@example.net,moniqueg59,EPhie9th
02M800,733618727,733618727,653999375,Mohr,B,Patricia,female,2/6/97,10,A,N,N,11362,patricia.m@example.com,Joshua Mohr,Great Uncle,1-851-173-3401 x386,mohr.joshua@example.org,patriciam27,oaQuaeng5zei
02M800,714236347,714236347,810590544,Quitzon,D,Nola,female,5/16/97,10,A,N,Y,10464,nola.q@example.net,Felicia Quitzon,Grandmother,(298)059-3112 x566,felicia_quitzon@example.org,nolaq47,veL3queiNg4k
02M800,270438076,270438076,613582425,Glover,S,Linda,female,12/5/97,10,A,N,Y,11237,g_linda@example.net,Mirtha Glover,Aunt,382.320.5159,glover.mirtha@example.net,lindag76,ohgiLai3Doo
02M800,224216979,224216979,607685913,Kuhic,D,Sylvia,female,6/13/97,10,A,N,Y,11201,k_sylvia@example.com,Mohan Kuhic,Father,162-012-9435 x595,kuhic.mohan@example.org,sylviak79,Ohv6omag1
02M800,360248296,360248296,223621993,Powlowski,D,Jean,female,6/27/97,10,A,N,N,11222,p_jean@example.com,Kareem Powlowski,Grandfather,(239)636-0751 x7226,kareem_powlowski@example.com,jeanp96,Eties4aechei
02M800,426973045,426973045,821613357,Nader,T,Carolyn,female,12/3/97,10,A,Y,N,11423,carolyn_n@example.org,Skylynn Bins,Sister,(194)444-1977 x4386,bins_skylynn@example.com,carolynn45,AimahY1eaj
02M800,885163998,885163998,378553479,Schmidt,D,Lenora,female,3/26/97,10,A,N,Y,11360,lenora_s@example.net,Renzo Schmidt,Grandfather,186-405-2227 x1369,renzo_schmidt@example.net,lenoras98,Vo2ohghah
02M800,282491062,282491062,918036457,Torphy,J,Kimberly,female,12/24/97,10,B,N,N,11695,t.kimberly@example.net,Shaikh Torphy,Stepfather,456.812.3236 x843,shaikh.torphy@example.net,kimberlyt62,Ue7oevee
02M800,501070804,501070804,806565244,Gulgowski,E,Joyce,female,4/21/97,10,B,N,N,10314,g.joyce@example.org,Leon Gulgowski,Grandfather,660.230.6920 x5304,gulgowski.leon@example.com,joyceg04,kaim1tohHo
02M800,121779919,121779919,632956505,Smith,W,Marcia,female,12/2/97,10,B,Y,Y,11693,s_marcia@example.com,Brittany Graham,Stepmother,315-097-3248 x109,graham.brittany@example.com,marcias19,aiPo1thoo
02M800,406250483,406250483,891243672,Thiel,S,Bernice,female,5/2/97,10,B,Y,Y,10029,t.bernice@example.com,Olga Rempel,Family Friend,(324)759-3392 x2015,rempel.olga@example.com,bernicet83,tooShie3
02M800,402261307,402261307,440879170,Schowalter,J,Geraldine,female,4/12/97,10,B,N,Y,10002,geraldine.s@example.org,Rosemary Bashirian,Stepmother,1-488-236-3664,rosemary.bashirian@example.com,geraldines07,xiuN0een9p
02M800,901410326,901410326,517552117,Farrell,J,Vickie,female,3/9/97,10,B,N,Y,10467,f_vickie@example.org,Kacie Farrell,Stepmother,167.111.9989 x09516,farrell_kacie@example.net,vickief26,nohLae6X
02M800,858659699,858659699,805108540,Feeney,B,Candace,female,2/4/97,10,B,Y,N,11212,candace_f@example.org,Liam Feeney,Great Uncle,595-992-2807,liam.feeney@example.org,candacef99,ooquoo8Noh2
02M800,438078044,438078044,270732580,Dooley,C,Valerie,female,1/8/97,10,B,N,Y,11215,d.valerie@example.net,Eric Dooley,Great Uncle,(548)144-9229 x3011,dooley.eric@example.com,valeried44,eiNiequa8
02M800,146278371,146278371,619403122,Reynolds,J,Reba,female,10/31/97,10,B,Y,N,11220,r.reba@example.com,Rodaina Reynolds,Sister,480-206-3623,reynolds.rodaina@example.com,rebar71,Zahboi4ji8
02M800,607270006,607270006,951485862,Crooks,R,Beth,female,6/18/97,10,B,Y,N,10312,c.beth@example.org,Salima Crooks,Great Aunt,(919)659-0857,crooks.salima@example.com,bethc06,aifoh6naeJei
02M800,958428899,958428899,327371655,Becker,E,Brenda,female,8/11/97,10,B,Y,N,10007,brenda_b@example.com,Cathrine Becker,Mother,303-753-1523,cathrine.becker@example.org,brendab99,UcooseGah2
02M800,430849861,430849861,878718726,Mertz,J,Betty,female,7/16/97,10,B,N,Y,11695,betty_m@example.net,Sacha Mertz,Stepmother,(442)465-0350,sacha.mertz@example.org,bettym61,viu7he2U
02M800,951376623,951376623,811138770,Lind,D,Charity,female,1/11/97,10,B,N,Y,10457,l.charity@example.org,Davon Lind,Grandfather,(432)768-4810 x050,lind_davon@example.org,charityl23,gaiPaili6ch
02M800,127629107,127629107,394114229,Daniel,R,Frances,female,2/18/97,10,B,Y,N,10009,frances_d@example.com,Katarina Daniel,Mother,1-116-592-6661,daniel.katarina@example.org,francesd07,ievahf0Y
02M800,817988361,817988361,506380977,Howell,R,Christina,female,9/21/97,10,B,Y,N,11415,h_christina@example.org,Keziah Howell,Stepmother,1-747-003-3412,keziah_howell@example.org,christinah61,IeB8Erai7gei
02M800,850556534,850556534,133300754,Kautzer,T,Julie,female,10/13/97,10,B,N,Y,11423,julie_k@example.org,Mahreen Kautzer,Family Friend,(113)919-2660 x05092,mahreen.kautzer@example.org,juliek34,yohS5theed
02M800,699580506,699580506,863045084,Ebert,J,Diane,female,2/9/97,10,B,N,Y,11205,diane.e@example.com,Brett Ebert,Stepmother,188.523.8514 x217,ebert_brett@example.net,dianee06,euM9OoHi3
02M800,649203804,649203804,172754979,Nitzsche,C,Celina,female,5/28/97,10,B,Y,N,11105,celina_n@example.com,Mary Schowalter,Grandfather,331-357-8200 x0683,mary_schowalter@example.net,celinan04,phaifeCho0
